date,word,language,month,Leo_months,en_word
2021-08-17,cerdo,spanish,2021-08,21,pork
2021-08-17,araña,spanish,2021-08,21,spider
2021-08-17,avión,spanish,2021-08,21,airplane
2021-08-19,Käsefuss,german,2021-08,22,Cheese foot
2021-08-19,Frosch,german,2021-08,22,frog
2021-08-20,Salat,german,2021-08,22,salad
2021-08-20,so jetzt,german,2021-08,22,so now
2021-08-20,Paprika,german,2021-08,22,paprika
2021-08-21,Haargummi,german,2021-08,22,Hair tie
2021-08-21,Haferflocken,german,2021-08,22,oatmeal
2021-08-21,schnell,german,2021-08,22,quickly
2021-08-22,raton,spanish,2021-08,22,mouse
2021-08-22,buenas noches,spanish,2021-08,22,good night
2021-08-22,bolsa,spanish,2021-08,22,bag
2021-08-22,buenos dias,spanish,2021-08,22,good morning
2021-08-22,puerta,spanish,2021-08,22,gate
2021-08-23,workout,german,2021-08,22,workout
2021-08-23,Vulva,german,2021-08,22,vulva
2021-08-23,schneiden,german,2021-08,22,cut
2021-08-24,mobil,spanish,2021-08,22,Mobil
2021-08-25,Mati,neutral,2021-08,22,Mati
2021-08-25,lesen,german,2021-08,22,read
2021-08-25,Schweinchen,german,2021-08,22,Piggy
2021-08-26,haben,german,2021-08,22,to have
2021-08-26,ausziehen,german,2021-08,22,move out
2021-08-26,pantalón,spanish,2021-08,22,pants
2021-08-26,t-shirt,spanish,2021-08,22,T-Shirt
2021-08-26,rutschig,german,2021-08,22,slippery
2021-08-26,Supermarkt,german,2021-08,22,Supermarket
2021-08-26,kommen,german,2021-08,22,come
2021-08-26,anziehen,german,2021-08,22,put on 
2021-08-27,abholen,german,2021-08,22,collect
2021-08-27,Ina,neutral,2021-08,22,Ina
2021-08-28,Huhn,german,2021-08,22,Chicken
2021-08-28,Herz,german,2021-08,22,heart
2021-08-28,tragen,german,2021-08,22,wear
2021-08-28,alle,german,2021-08,22,Everyone
2021-08-29,pingüino,spanish,2021-08,22,penguin
2021-08-29,schade,german,2021-08,22,a pity
2021-08-29,klein,german,2021-08,22,small
2021-08-29,zart,german,2021-08,22,tender
2021-08-30,vorne,german,2021-08,22,in front
2021-08-30,links,german,2021-08,22,Left
2021-08-30,compu,spanish,2021-08,22,Compu
2021-08-30,prost,german,2021-08,22,cheers
2021-08-30,verdad,spanish,2021-08,22,TRUE
2021-08-30,bleiben,german,2021-08,22,stay
2021-08-30,rechts,german,2021-08,22,to the right
2021-09-01,Wassermelone,german,2021-09,22,Watermelon
2021-09-01,nochmal,german,2021-09,22,once again
2021-09-02,sauber,german,2021-09,22,clean
2021-09-02,bajar,spanish,2021-09,22,go down
2021-09-02,laufen,spanish,2021-09,22,Loufen
2021-09-03,Janice,neutral,2021-09,22,Janice
2021-09-03,arbeiten,german,2021-09,22,work
2021-09-03,Hof,german,2021-09,22,court
2021-09-03,vuelan,spanish,2021-09,22,They fly
2021-09-04,letras,spanish,2021-09,22,letters
2021-09-04,noch,german,2021-09,22,still
2021-09-04,sagen,german,2021-09,22,to say
2021-09-04,quienes,spanish,2021-09,22,who
2021-09-04,Löwe,german,2021-09,22,Lion
2021-09-05,kochen,german,2021-09,22,Cook
2021-09-06,miedo,spanish,2021-09,22,fear
2021-09-06,Fischlein,german,2021-09,22,little fish
2021-09-07,Carrousel,german,2021-09,22,Carrousel
2021-09-07,hilfe,german,2021-09,22,Help
2021-09-07,doch,german,2021-09,22,yet
2021-09-07,ayuda,spanish,2021-09,22,aid
2021-09-07,fuente,spanish,2021-09,22,font
2021-09-08,Hallöchen,german,2021-09,22,Hello
2021-09-08,marcas,spanish,2021-09,22,brands
2021-09-08,listos,spanish,2021-09,22,Ready
2021-09-08,fuera,spanish,2021-09,22,outside
2021-09-09,müffeln,german,2021-09,22,muffle
2021-09-09,Grasshüpfer,german,2021-09,22,grasshopper
2021-09-09,holen,german,2021-09,22,to fetch
2021-09-10,cerrada,spanish,2021-09,22,closed
2021-09-10,rein,german,2021-09,22,pure
2021-09-10,sed,spanish,2021-09,22,thirst
2021-09-10,Stadt,german,2021-09,22,city
2021-09-10,Dave,neutral,2021-09,22,Dave
2021-09-10,cabe,spanish,2021-09,22,It fits
2021-09-11,cortar,spanish,2021-09,22,cut
2021-09-11,fertig,german,2021-09,22,finished
2021-09-11,verletzen,german,2021-09,22,violate
2021-09-12,klopfen,german,2021-09,22,beat
2021-09-12,pared,spanish,2021-09,22,wall
2021-09-13,abbeißen,german,2021-09,22,bite off
2021-09-13,kaufen,german,2021-09,22,to buy
2021-09-13,sitzen,german,2021-09,22,sit
2021-09-13,escalera,spanish,2021-09,22,ladder
2021-09-13,Lied,german,2021-09,22,song
2021-09-13,pásale,spanish,2021-09,22,Pass it
2021-09-13,familia,spanish,2021-09,22,family
2021-09-13,balancieren,neutral,2021-09,22,balancieren
2021-09-14,flecha,spanish,2021-09,22,arrow
2021-09-15,culo,spanish,2021-09,22,ass
2021-09-15,Kimi,neutral,2021-09,22,Kimi
2021-09-15,zeigen,german,2021-09,22,demonstrate
2021-09-16,einkaufen,german,2021-09,22,shop
2021-09-16,aspiradora,spanish,2021-09,22,Vacuum cleaner
2021-09-17,Nuffin,german,2021-09,22,Nuffin
2021-09-17,otoño,spanish,2021-09,22,fall
2021-09-18,Fahrrad,german,2021-09,22,bicycle
2021-09-18,porfis,spanish,2021-09,22,Porfis
2021-09-18,gucken,german,2021-09,22,look at
2021-09-19,desayuno,spanish,2021-09,23,breakfast
2021-09-19,Kuscheltier,german,2021-09,23,Cuddly toy
2021-09-19,Einhorn,german,2021-09,23,unicorn
2021-09-19,taladro,spanish,2021-09,23,drill
2021-09-19,bohren,german,2021-09,23,drill
2021-09-20,zeigen,german,2021-09,23,demonstrate
2021-09-23,aufräumen,german,2021-09,23,to clean up
2021-09-23,nochmal,german,2021-09,23,once again
2021-09-23,Fußball,german,2021-09,23,Soccer
2021-09-23,Koffer,german,2021-09,23,suitcase
2021-09-23,Wohnzimmer,german,2021-09,23,living room
2021-09-23,gemacht,german,2021-09,23,did
2021-09-23,aufwachen,german,2021-09,23,awaken
2021-09-24,kochen,german,2021-09,23,Cook
2021-09-24,hingelegt,german,2021-09,23,placed
2021-09-24,Test,german,2021-09,23,test
2021-09-24,alarma,spanish,2021-09,23,alarm
2021-09-24,geben,german,2021-09,23,give
2021-09-24,gluggert,german,2021-09,23,glaconized
2021-09-26,Schaukel,german,2021-09,23,Swing
2021-09-26,jardín,spanish,2021-09,23,yard
2021-09-27,einkaufen,german,2021-09,23,shop
2021-09-27,probieren,german,2021-09,23,try
2021-09-28,wunderbar,german,2021-09,23,Marvelous
2021-09-28,papel,spanish,2021-09,23,paper
2021-09-28,cortar,spanish,2021-09,23,cut
2021-09-28,pintar,spanish,2021-09,23,to paint
2021-09-29,trocken,german,2021-09,23,dry
2021-09-29,Räuberhöhle,german,2021-09,23,Robbery
2021-09-29,Zimmer,german,2021-09,23,Room
2021-09-29,sauber,german,2021-09,23,clean
2021-09-30,oscuro,spanish,2021-09,23,Dark
2021-09-30,Glühwürmchen,german,2021-09,23,Firefly
2021-09-30,Hose,german,2021-09,23,trousers
2021-09-30,Helm,german,2021-09,23,helmet
2021-10-01,Kastanie,german,2021-10,23,chestnut
2021-10-01,runterfallen,german,2021-10,23,fall down
2021-10-01,balancieren,german,2021-10,23,balance
2021-10-02,wickeln,german,2021-10,23,wrap
2021-10-02,abklöpfen,german,2021-10,23,knock down
2021-10-02,suchen,german,2021-10,23,Looking for
2021-10-02,dran,german,2021-10,23,your turn
2021-10-02,loslassen,german,2021-10,23,let go
2021-10-03,spielen,german,2021-10,23,to play
2021-10-04,Schale,german,2021-10,23,Peel
2021-10-04,schade,german,2021-10,23,a pity
2021-10-05,Schluckauf,german,2021-10,23,hiccup
2021-10-05,Schwan,german,2021-10,23,swan
2021-10-05,Otter,german,2021-10,23,otter
2021-10-06,Emu,german,2021-10,23,emu
2021-10-06,Dingo,german,2021-10,23,dingo
2021-10-06,Canguro,german,2021-10,23,Canguro
2021-10-06,Schimpanse,german,2021-10,23,chimpanzee
2021-10-06,Apfelschorle,german,2021-10,23,Apple spritzer
2021-10-06,Knopf,german,2021-10,23,Button
2021-10-07,Kinder,german,2021-10,23,children
2021-10-07,encanta,spanish,2021-10,23,loves
2021-10-07,Natalia,neutral,2021-10,23,Natalia
2021-10-07,Akku,german,2021-10,23,battery pack
2021-10-09,cable,spanish,2021-10,23,cable
2021-10-09,Schublade,german,2021-10,23,Drawer
2021-10-09,schreiben,spanish,2021-10,23,Schreiben
2021-10-09,Mittagsschlaf,german,2021-10,23,Nap
2021-10-09,kratzen,german,2021-10,23,scratch
2021-10-09,codo,spanish,2021-10,23,elbow
2021-10-09,también,spanish,2021-10,23,also
2021-10-10,ausspucken,german,2021-10,23,spit
2021-10-10,funciona,spanish,2021-10,23,works
2021-10-11,canción,spanish,2021-10,23,song
2021-10-11,später,german,2021-10,23,later
2021-10-11,pronto,spanish,2021-10,23,early
2021-10-11,seco,spanish,2021-10,23,dry
2021-10-12,Hubschrauber,german,2021-10,23,helicopter
2021-10-12,porfin,spanish,2021-10,23,at last
2021-10-12,packen,german,2021-10,23,pack
2021-10-13,reír,spanish,2021-10,23,laugh
2021-10-13,reparando,spanish,2021-10,23,Repairing
2021-10-13,aufräumen,german,2021-10,23,to clean up
2021-10-13,Saft,german,2021-10,23,Juice
2021-10-13,Quiche,german,2021-10,23,quiche
2021-10-14,Maultasche,german,2021-10,23,Muzzle
2021-10-14,algo,spanish,2021-10,23,something
2021-10-15,Eisbär,german,2021-10,23,Icebear
2021-10-15,Backofen,german,2021-10,23,oven
2021-10-15,poquito,spanish,2021-10,23,a little
2021-10-15,provecho,spanish,2021-10,23,advantage
2021-10-15,Abendessen,german,2021-10,23,dinner
2021-10-16,conoce,spanish,2021-10,23,known
2021-10-16,arcoiris,spanish,2021-10,23,rainbow
2021-10-16,Abenteuer,german,2021-10,23,adventure
2021-10-17,tope,spanish,2021-10,23,stop
2021-10-17,Junge,german,2021-10,23,Young
2021-10-17,hören,german,2021-10,23,Listen
2021-10-18,Heike,neutral,2021-10,23,Heike
2021-10-18,agarra,spanish,2021-10,23,grabs
2021-10-18,vive,spanish,2021-10,23,it lives
2021-10-18,Luftballon,german,2021-10,23,balloon
2021-10-18,es,german,2021-10,23,it
2021-10-18,geht’s,german,2021-10,23,Is it possible
2021-10-18,águila,spanish,2021-10,23,eagle
2021-10-18,Maya,neutral,2021-10,23,Maya
2021-10-19,bleiben,german,2021-10,24,stay
2021-10-19,bringen,german,2021-10,24,bring
2021-10-19,Schere,german,2021-10,24,scissors
2021-10-19,Geburtstag,german,2021-10,24,birthday
2021-10-20,perrito,spanish,2021-10,24,puppy
2021-10-22,erschrecken,german,2021-10,24,frighten
2021-10-22,anrufen,german,2021-10,24,call up
2021-10-22,Doktor,german,2021-10,24,doctor
2021-10-23,riechen,german,2021-10,24,smell
2021-10-24,zuerst,german,2021-10,24,first
2021-10-24,aufschneiden,german,2021-10,24,cut open
2021-10-25,Angst,german,2021-10,24,fear
2021-10-25,Bauchschmerzen,german,2021-10,24,stomach pain
2021-10-25,estómago,spanish,2021-10,24,stomach
2021-10-25,Stiefel,german,2021-10,24,Boots
2021-10-25,krank,german,2021-10,24,Sick
2021-10-25,aufstehen,german,2021-10,24,stand up
2021-10-25,aufwachen,german,2021-10,24,awaken
2021-10-25,Bauchweh,german,2021-10,24,a stomach ache
2021-10-26,hasta luego,spanish,2021-10,24,bye
2021-10-26,warten,german,2021-10,24,waiting
2021-10-26,jugar,spanish,2021-10,24,play
2021-10-26,pensar,spanish,2021-10,24,to think
2021-10-26,ButterMasala,neutral,2021-10,24,ButterMasala
2021-10-26,llegó,spanish,2021-10,24,I arrive
2021-10-27,picnic,spanish,2021-10,24,picnic
2021-10-27,aufpassen,german,2021-10,24,watch after
2021-10-27,Blätterdieb,german,2021-10,24,Leaf thief
2021-10-27,falta,spanish,2021-10,24,lack
2021-10-28,vermisst,german,2021-10,24,missing
2021-10-28,abgelenkt,german,2021-10,24,diverted
2021-10-28,wechseln,german,2021-10,24,switch
2021-10-29,Saskia,neutral,2021-10,24,Saskia
2021-10-29,aussteigen,german,2021-10,24,get out
2021-10-29,Feuerwehr,german,2021-10,24,fire department
2021-10-29,favorito,spanish,2021-10,24,Favourite
2021-10-29,wickeln,german,2021-10,24,wrap
2021-10-29,sehr gerne,german,2021-10,24,very gladly
2021-10-29,keine,german,2021-10,24,no
2021-10-30,Kiel,german,2021-10,24,Keel
2021-10-30,heiße,german,2021-10,24,name is
2021-10-30,Meer,german,2021-10,24,sea
2021-10-30,vacaciones,spanish,2021-10,24,holidays
2021-10-31,partir,spanish,2021-10,24,leave
2021-10-31,Hotel,spanish,2021-10,24,Hotel
2021-10-31,tarjeta,spanish,2021-10,24,card
2021-11-01,carta,german,2021-11,24,Carta
2021-11-01,moment,german,2021-11,24,moment
2021-11-01,Robbe,german,2021-11,24,seal
2021-11-02,Post,german,2021-11,24,post
2021-11-03,molinillo,spanish,2021-11,24,grinder
2021-11-03,Ian,neutral,2021-11,24,Ian
2021-11-03,comezón,spanish,2021-11,24,itch
2021-11-03,muñeco,spanish,2021-11,24,doll
2021-11-04,baila,spanish,2021-11,24,Dance
2021-11-04,parece,spanish,2021-11,24,It seems
2021-11-04,anbehalten,german,2021-11,24,keep on
2021-11-04,quedito,spanish,2021-11,24,Sead
2021-11-04,veo,spanish,2021-11,24,I see
2021-11-04,cochino,spanish,2021-11,24,nasty
2021-11-04,genau,german,2021-11,24,I agree
2021-11-05,presto,spanish,2021-11,24,presto
2021-11-05,Würfel,german,2021-11,24,Dice
2021-11-06,sirena,spanish,2021-11,24,siren
2021-11-06,pupilentes,spanish,2021-11,24,Pupilents
2021-11-07,Volleyball,german,2021-11,24,volleyball
2021-11-07,mejor,spanish,2021-11,24,better
2021-11-07,nicht,german,2021-11,24,Not
2021-11-07,gol,spanish,2021-11,24,goal
2021-11-07,aber,german,2021-11,24,but
2021-11-07,Tischtennisball,german,2021-11,24,Table tennis ball
2021-11-07,camello,spanish,2021-11,24,camel
2021-11-07,Kamel,german,2021-11,24,camel
2021-11-07,pecho,spanish,2021-11,24,chest
2021-11-07,patada,spanish,2021-11,24,kick
2021-11-07,dorso,spanish,2021-11,24,back
2021-11-07,Faultier,german,2021-11,24,sloth
2021-11-07,was,german,2021-11,24,What
2021-11-08,danach,german,2021-11,24,thereafter
2021-11-08,zuerst,german,2021-11,24,first
2021-11-08,agáchense,spanish,2021-11,24,AGACHENSE
2021-11-08,aufsperren,german,2021-11,24,unlock
2021-11-08,darf,german,2021-11,24,may
2021-11-08,Brettspiel,german,2021-11,24,Board game
2021-11-08,Kürbis,german,2021-11,24,pumpkin
2021-11-09,todavía,spanish,2021-11,24,yet
2021-11-09,Spotify,neutral,2021-11,24,Spotify
2021-11-10,Brötchen,german,2021-11,24,bread roll
2021-11-10,lieber,german,2021-11,24,rather
2021-11-10,wohin,german,2021-11,24,where
2021-11-10,calabaza,spanish,2021-11,24,pumpkin
2021-11-10,lastimar,spanish,2021-11,24,hurt
2021-11-10,guapo,spanish,2021-11,24,Handsome
2021-11-11,Radio,spanish,2021-11,24,Radio
2021-11-11,Walnusbrötchen,german,2021-11,24,Walnus roll
2021-11-11,Mang- Lassi,neutral,2021-11,24,Mang- Lassi
2021-11-11,aufpassen,german,2021-11,24,watch after
2021-11-11,Kiki,neutral,2021-11,24,Kiki
2021-11-12,Medizin,german,2021-11,24,medicine
2021-11-12,Musikschule,german,2021-11,24,music school
2021-11-12,Butter,german,2021-11,24,butter
2021-11-12,Marmelade,german,2021-11,24,jam
2021-11-12,umdrehen,german,2021-11,24,turn around
2021-11-13,Trommel ,german,2021-11,24,drum
2021-11-13,Lücke,german,2021-11,24,gap
2021-11-16,verstecken ,german,2021-11,24,hide
2021-11-16,esconder,spanish,2021-11,24,hide
2021-11-16,turno ,spanish,2021-11,24,turn
2021-11-16,tirar,spanish,2021-11,24,throw
2021-11-16,medicina,spanish,2021-11,24,medicine
2021-11-16,Wurm,german,2021-11,24,worm
2021-11-16,estirar ,spanish,2021-11,24,to stretch
2021-11-16,Schokopudding,german,2021-11,24,chocolate pudding
2021-11-16,Autoschlüssel ,german,2021-11,24,car key
2021-11-16,stoßen ,german,2021-11,24,bump
2021-11-17,ganz,german,2021-11,24,all
2021-11-17,fantastisch,german,2021-11,24,fantastic
2021-11-17,anders,german,2021-11,24,different
2021-11-19,Musikschule,german,2021-11,25,music school
2021-11-19,historia ,spanish,2021-11,25,history
2021-11-20,Mal so,german,2021-11,25,Times
2021-11-20,feliz,spanish,2021-11,25,happy
2021-11-20,ballet ,spanish,2021-11,25,ballet
2021-11-20,Prinzessin ,german,2021-11,25,princess
2021-11-21,widermal,german,2021-11,25,reluctant
2021-11-22,Heckmeck,neutral,2021-11,25,Heckmeck
2021-11-22,gusano,spanish,2021-11,25,worm
2021-11-24,Fehlwurf,german,2021-11,25,False throw
2021-11-24,Straße ,german,2021-11,25,Street
2021-11-24,falsch ,german,2021-11,25,not correct
2021-11-25,dieses,german,2021-11,25,this
2021-11-25,Regenbogenfisch,german,2021-11,25,Rainbow fish
2021-11-26,deiner ,german,2021-11,25,yours
2021-11-26,mueve,spanish,2021-11,25,move
2021-11-26,torre,spanish,2021-11,25,tower
2021-11-26,cintura ,spanish,2021-11,25,waist
2021-11-26,Turm,german,2021-11,25,Tower
2021-11-27,Jugendfarm,german,2021-11,25,Youth farm
2021-11-27,prima,spanish,2021-11,25,cousin
2021-11-27,Eigentor,german,2021-11,25,Own goal
2021-11-27,Weiter,spanish,2021-11,25,Weiter
2021-11-28,ohne,german,2021-11,25,without
2021-11-28,genug,german,2021-11,25,enough
2021-11-28,amaranto,spanish,2021-11,25,amaranth
2021-11-28,drin,german,2021-11,25,in it
2021-11-28,aleman ,spanish,2021-11,25,German
2021-11-29,Untersuchung ,german,2021-11,25,investigation
2021-11-29,Freunde,german,2021-11,25,friends
2021-11-30,Kalendar,german,2021-11,25,Calendar
2021-12-01,Adventskalender ,german,2021-12,25,advent Calendar
2021-12-02,Waschmaschine ,german,2021-12,25,Washing machine
2021-12-02,Weihnachtsmusik,german,2021-12,25,Christmas music
2021-12-02,Tannenbaum,german,2021-12,25,Christmas tree
2021-12-02,checar,spanish,2021-12,25,check
2021-12-02,Nikolaus,german,2021-12,25,Nicholas
2021-12-03,clase ,spanish,2021-12,25,class
2021-12-03,pirata ,spanish,2021-12,25,pirate
2021-12-03,parche,spanish,2021-12,25,patch
2021-12-03,brauchen,german,2021-12,25,to need
2021-12-04,chicos,spanish,2021-12,25,Boys
2021-12-05,remolino ,spanish,2021-12,25,swirl
2021-12-05,iguales ,spanish,2021-12,25,equal
2021-12-05,escalera,spanish,2021-12,25,ladder
2021-12-06,fragen,spanish,2021-12,25,Fragen
2021-12-06,keine,spanish,2021-12,25,Keine
2021-12-06,Absicht,german,2021-12,25,intention
2021-12-06,Waschbär,german,2021-12,25,racoon
2021-12-06,Königstöchter,german,2021-12,25,Royal daughter
2021-12-06,Quatsch ,german,2021-12,25,Nonsense
2021-12-07,heute,german,2021-12,25,today
2021-12-07,Mittag,german,2021-12,25,Midday
2021-12-07,boleto,spanish,2021-12,25,ticket
2021-12-07,reiten ,spanish,2021-12,25,reite
2021-12-07,der,german,2021-12,25,the
2021-12-07,die ,german,2021-12,25,the
2021-12-08,los,spanish,2021-12,25,the
2021-12-08,la,spanish,2021-12,25,the
2021-12-08,Geschichte,german,2021-12,25,story
2021-12-08,Glocke,german,2021-12,25,Bell jar
2021-12-08,acabo,spanish,2021-12,25,finished
2021-12-08,cuento,spanish,2021-12,25,story
2021-12-08,Jakob,neutral,2021-12,25,Jakob
2021-12-09,mañanitas ,spanish,2021-12,25,Mañanitas
2021-12-10,Gesund,german,2021-12,25,Healthy
2021-12-10,Händekreme,german,2021-12,25,Crowd
2021-12-10,wackelig,german,2021-12,25,shaky
2021-12-10,von,german,2021-12,25,from
2021-12-11,el,spanish,2021-12,25,the
2021-12-11,glaube ,german,2021-12,25,believe
2021-12-12,kurz,german,2021-12,25,short
2021-12-12,Stroh,german,2021-12,25,straw
2021-12-13,runterfliegen,german,2021-12,25,fly down
2021-12-13,fichas ,spanish,2021-12,25,records
2021-12-13,aufgehen,german,2021-12,25,rise up
2021-12-13,Maulwurfhügel,german,2021-12,25,Mole hill
2021-12-14,vestir ,spanish,2021-12,25,wear
2021-12-16,Krümel ,german,2021-12,25,Crumbs
2021-12-16,erzählen,german,2021-12,25,tell
2021-12-17,con,spanish,2021-12,25,with
2021-12-18,Klingglöckchen,german,2021-12,25,Jingle bell
2021-12-19,aufkleben,german,2021-12,26,stick on
2021-12-20,kriegt,german,2021-12,26,gets
2021-12-20,angenehmer ,german,2021-12,26,more pleasant
2021-12-21,dime,spanish,2021-12,26,tell me
2021-12-21,mande,spanish,2021-12,26,What
2021-12-21,para,spanish,2021-12,26,for
2021-12-22,pur,german,2021-12,26,pure
2021-12-22,pata ,spanish,2021-12,26,paw
2021-12-23,me,spanish,2021-12,26,I
2021-12-23,arbolito,spanish,2021-12,26,Tree
2021-12-24,backen ,german,2021-12,26,to bake
2021-12-24,Teig,german,2021-12,26,Dough
2021-12-24,Geschenk ,german,2021-12,26,gift
2021-12-24,regalo ,spanish,2021-12,26,gift
2021-12-24,navidad,spanish,2021-12,26,Christmas
2021-12-25,jemand,german,2021-12,26,someone
2021-12-25,einzigartig,german,2021-12,26,unique
2021-12-26,que ,spanish,2021-12,26,that
2021-12-26,es,spanisch,2021-12,26,es
2021-12-26,Domino,german,2021-12,26,domino
2021-12-27,Streithörnchen,german,2021-12,26,Argument
2021-12-28,lechuga,spanish,2021-12,26,lettuce
2021-12-28,nah,german,2021-12,26,close
2021-12-28,Wichtel,german,2021-12,26,Gnome
2021-12-28,verdura,spanish,2021-12,26,vegetable
2021-12-29,claro ,spanish,2021-12,26,Sure
2021-12-29,Bruder,german,2021-12,26,Brothers
2021-12-29,sabes,spanish,2021-12,26,you know
2021-12-30,uralt,spanish,2021-12,26,Uralt
2021-12-30,Deutsch,german,2021-12,26,German
2021-12-30,eng,german,2021-12,26,closely
2021-12-30,creo,spanish,2021-12,26,I think
2022-01-02,umdrehen ,german,2022-01,26,turn around
2022-01-03,hierlang,german,2022-01,26,this way
2022-01-03,Yoga,german,2022-01,26,yoga
2022-01-04,compartimos ,spanish,2022-01,26,we share
2022-01-04,Klavier ,german,2022-01,26,Piano
2022-01-04,Ruhe,german,2022-01,26,Quiet
2022-01-06,divertido ,spanish,2022-01,26,funny
2022-01-06,limpio,spanish,2022-01,26,cleansed
2022-01-06,schwiendlig,german,2022-01,26,sweaty
2022-01-07,Ärztin ,german,2022-01,26,doctor
2022-01-07,Seite,german,2022-01,26,side
2022-01-07,Nektar,german,2022-01,26,nectar
2022-01-07,Adrienne,neutral,2022-01,26,Adrienne
2022-01-08,traurig,german,2022-01,26,Sad
2022-01-08,Würstchen ,german,2022-01,26,hot dog
2022-01-08,morning,neutral,2022-01,26,morning
2022-01-09,español,spanish,2022-01,26,Spanish
2022-01-09,ziehen ,german,2022-01,26,draw
2022-01-09,Kompost,german,2022-01,26,compost
2022-01-09,etwa,german,2022-01,26,about
2022-01-09,festhalten,german,2022-01,26,hold tight
2022-01-09,french-toast,neutral,2022-01,26,french-toast
2022-01-09,Cold-Brew,german,2022-01,26,Cold-Brew
2022-01-13,Massagebar,german,2022-01,26,Massage bar
2022-01-13,Pause,german,2022-01,26,Break
2022-01-13,Elch,german,2022-01,26,Moose
2022-01-13,paseo,spanish,2022-01,26,walk
2022-01-13,Dibbelabbes,german,2022-01,26,Dibbelabbes
2022-01-14,ándale ,spanish,2022-01,26,Come along
2022-01-14,erfrieren ,german,2022-01,26,freeze
2022-01-15,Fisch,german,2022-01,26,Fish
2022-01-15,Stress,german,2022-01,26,stress
2022-01-16,Winter ,german,2022-01,26,winter
2022-01-16,Narwal ,german,2022-01,26,narwhal
2022-01-16,Pip- Langstrumpf,neutral,2022-01,26,Pip- Langstrumpf
2022-01-16,Schule,german,2022-01,26,school
2022-01-16,playlist,german,2022-01,26,playlist
2022-01-16,weit,german,2022-01,26,far
2022-01-16,Welt,german,2022-01,26,World
2022-01-16,Walross,german,2022-01,26,walrus
2022-01-16,Menschen ,german,2022-01,26,people
2022-01-16,paja ,spanish,2022-01,26,straw
2022-01-17,Ruhrei ,german,2022-01,26,scrambled eggs
2022-01-17,Werkstatt ,german,2022-01,26,workshop
2022-01-17,accidente,spanish,2022-01,26,accident
2022-01-17,compartir ,spanish,2022-01,26,to share
2022-01-17,Fahrtende,german,2022-01,26,Driving
2022-01-17,schimpfen,german,2022-01,26,rant
2022-01-17,Schnupfen,german,2022-01,26,Sniffles
2022-01-17,bote,spanish,2022-01,26,boat
2022-01-17,nur,german,2022-01,26,only 
